Service, Operation, UsageType, Resource, StartTime, EndTime, UsageValue
AmazonEC2,AssociateAddress,USW2-ElasticIP:IdleAddress,,11/20/16 00:00:00,11/21/16 00:00:00,24
AmazonEC2,CreateVolume-Gp2,USW2-EBS:VolumeUsage.gp2,,11/20/16 00:00:00,11/21/16 00:00:00,231928233984
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-In-Bytes,,11/20/16 00:00:00,11/21/16 00:00:00,11816399
AmazonEC2,LoadBalancing,USW2-DataTransfer-Out-Bytes,,11/20/16 00:00:00,11/21/16 00:00:00,409406
AmazonEC2,LoadBalancing,USW2-TestDataProcessing-Bytes,,11/20/16 00:00:00,11/21/16 00:00:00,46859
AmazonEC2,LoadBalancing,USW2-DataProcessing-Bytes,,11/20/16 00:00:00,11/21/16 00:00:00,46859
AmazonEC2,RunInstances,USW2-C3DataTransfer-Out-Bytes,,11/20/16 00:00:00,11/21/16 00:00:00,15572
AmazonEC2,RunInstances,USW2-C3DataTransfer-In-Bytes,,11/20/16 00:00:00,11/21/16 00:00:00,32797
AmazonEC2,LoadBalancing-PublicIP-In,USW2-APN1-AWS-In-Bytes,,11/20/16 00:00:00,11/21/16 00:00:00,80
AmazonEC2,LoadBalancing-PublicIP-Out,USW2-APN1-AWS-Out-Bytes,,11/20/16 00:00:00,11/21/16 00:00:00,44
AmazonEC2,NatGateway,USW2-NatGateway-Bytes,,11/20/16 00:00:00,11/21/16 00:00:00,560
AmazonEC2,PublicIP-In,USW2-USE1-AWS-In-Bytes,,11/20/16 00:00:00,11/21/16 00:00:00,40
AmazonEC2,PublicIP-In,USW2-APN1-AWS-In-Bytes,,11/20/16 00:00:00,11/21/16 00:00:00,100
AmazonEC2,CreateSnapshot,EBS:SnapshotUsage,,11/20/16 00:00:00,11/21/16 00:00:00,9423844728
AmazonEC2,CreateSnapshot,USW1-EBS:SnapshotUsage,,11/20/16 00:00:00,11/21/16 00:00:00,8731053096
AmazonEC2,CreateSnapshot,USW2-EBS:SnapshotUsage,,11/20/16 00:00:00,11/21/16 00:00:00,29053943808
AmazonEC2,NatGateway,USW2-NatGateway-Hours,,11/21/16 00:00:00,11/22/16 00:00:00,24
AmazonEC2,LoadBalancing,USW2-LoadBalancerUsage,,11/21/16 00:00:00,11/22/16 00:00:00,24
AmazonEC2,LoadBalancing,USW2-DataTransfer-In-Bytes,,11/21/16 00:00:00,11/22/16 00:00:00,46224
AmazonEC2,EBS:Gp2-IO-Read,USW2-EBS:VolumeIOUsage.gp2,,11/21/16 00:00:00,11/22/16 00:00:00,0
AmazonEC2,Unknown,CW:AlarmMonitorUsage,,11/21/16 00:00:00,11/22/16 00:00:00,48
AmazonEC2,RunInstances,USW2-BoxUsage:t2.micro,,11/21/16 00:00:00,11/22/16 00:00:00,24
